2647010544,6467577.705,557281773.4,20809912.93,3878228.495,0,,
2753789725,3405909.871,238141932,19300821.38,4446169.906,111021669.1,,
2756344279,2070668.024,487706906.5,22590910.48,9151970.172,455480140.6,,
2812203320,18255.25965,336415572.2,28903081.66,13160013.85,238511690.7,,
2775644903,0,130679947.9,35294481.47,17687318.24,114256565.3,,
2693362017,0,34118075.95,40179969.47,20040218.37,56180774.03,,
2606557424,1837985.904,41471271.12,42837100.16,20105125.96,67171624.09,,
2542701861,1661228.628,96622816.03,38164806.45,16421620.24,107553180.7,,
2496908522,625025.3178,34005851.72,36566568.50,14506846.34,29350800.86,,
2462147126,1611099.106,37250935.25,32803719.54,9038381.889,31781329.35,,
2424545255,312367.7762,27912689.81,28014721.64,5322422.369,32489784.17,,
2451367836,2887808.217,60669346.58,23366162.45,3391421.571,9976990.262,,
2447561193,40857.009,55307440.44,23262290.80,3715959.52,32176689.9,,
2486999984,1908399.049,54072655.79,21165287.22,5809229.293,-10432252.38,,
2531374949,422478.8648,97469941.41,26074055.50,10028222.63,17415176.51,,
2467780921,797725.8704,42706129.17,29655431.90,15139695.34,62302755.57,,
2358756307,44623.96804,25454081.16,36255067.11,17865814.11,80402437.94,,
2235955654,0,15563106.29,40264989.77,19553411.45,78545358.46,,
2103427014,1859428.59,19564131.49,42121203.42,20900243.94,90930752.63,,
1986417791,1144286.038,37263608.49,41618993.08,17882041.01,95916083.44,,
1880279518,239636.5046,31600871.92,38283479.06,14928745.67,84766556.39,,
1791910345,260209.8918,25644669.08,35659319.28,8924793.607,69689939.73,,
1757629025,1769021.589,30803607.65,26018485.68,4657119.573,36178344.21,,
1792019198,2515169.107,55523717.36,21900527.41,3148018.109,-1399832.671,,
1804657756,52737.41677,43925745.07,22304165.68,4202766.444,4832992.306,,
1797928484,64231.4686,38882627.2,22007465.24,5906590.678,17762075.43,,
1837845185,1083145.406,79665506.49,25196938.15,10352760.58,5282251.856,,
1786587722,247749.9517,56159581.3,29635596.35,14149854.59,63879342.82,,
1671408644,136190.0316,23278100.45,36738993.92,18612251.4,83242123.62,,
1540900415,0,11771727.8,40264989.77,20234941.14,81780026.09,,
1442299656,2333196.043,20800995.72,40203476.86,17784679.62,63746793.99,,
1378078658,2525310.918,40949344.02,38607472.30,17654864.44,51433316.14,,
1277795118,1744971.01,29204528.51,33084294.13,13484551.8,84664193.87,,
1186974126,308600.8172,20671278.5,34471760.46,10141810.92,67187299.37,,
1159343106,374087.9394,25497654.6,28522080.14,5419783.754,19560899.3,,
1146849529,2639188.966,34964296.11,23484115.83,3488782.955,23124163.27,,
1362388398,3651921.228,164845095.9,21762549.21,3764640.212,-72569042.05,,
1443717413,967528.7615,70574536.04,19843308.49,5874136.883,-35504395.22,,
1660576415,1887535.895,204973517.3,24497129.40,8584028.76,-43079106.59,,
1683056275,178785.6375,66353955.51,28955017.49,15496687.08,-398823.8402,,
1625186422,0,34348127.08,36180948.78,17330326.5,38706704.56,,
1454194018,0,14022695.93,40378097.83,19472276.96,125164725.1,,
1386514258,2478368.823,44196605,40215628.03,20056445.27,54082660.72,,
1321741907,1484181.584,54159925,38743103.54,16356712.65,65316641.64,,
1389227649,3038486.551,110843928.9,32802962.46,13598140.08,-4429.030334,,
1331063770,77077.76297,32218435.5,33644724.08,9817272.968,46997395.31,,
1350703955,3966607.133,43996720.11,26127240.51,5679414.114,-3483512.643,,
1402689000,1005874.467,42818426.8,22487379.52,3277833.288,-33925956.16,,
1425684555,0,36137818.61,22716396.83,4202766.444,-13776900.39,,
1426936954,0,34822786.42,21569569.01,5500918.241,6499900.216,,
1473744129,2456346.604,66840089.27,25193001.32,9914634.353,-12618373.96,,
1445816630,24340.3462,26259688.23,29811087.96,15091014.64,9309424.702,,
1384505415,0,18546993.84,36033544.91,21776496.4,22048167.75,,
1228027976,0,11635086.78,39955608.22,20218714.24,107938202.6,,
1119167935,1128348.906,21393114.96,41061212.91,18953016.24,71367275.62,,
1091544693,3850990.487,65813507.86,35733967.57,15204602.93,46349169.93,,
1099941318,8092585.58,54952393.98,30607197.53,12770568.31,11270589.11,,
1126832422,616042.5715,50280469.94,30433977.17,8551574.965,-14980143.51,,
1113327066,2318.127514,30288090.57,27702538.88,5273741.677,10819483.66,,
1137332932,2295526.459,41830745.88,22314764.83,3131791.211,-5326149.807,,
1216961557,2466005.47,70517041.61,21942961.86,3391421.571,-31979960.62,,
1343992088,208631.5396,95186311.56,20202733.17,5030338.215,-56868659.29,,
1497855146,1949545.825,171193215,25470131.19,9427827.429,-15618256.17,,
1471182053,669359.5205,35502468.45,29528696.37,13208694.54,20107529.85,,
1431677447,2586161.784,31957117.19,31814440.49,15155922.23,27077522.1,,
1346825297,772805.9919,20268377.1,36563010.21,19196419.7,50133903.44,,
1265582377,1154427.849,41002948.4,40224675.16,19374915.58,63800705.2,,
1193228679,1097343.941,38743294.95,40154796.49,16665023.7,55374517.45,,
1144724101,1328577.23,39236964.15,33587110.14,13338509.72,42144499.1,,
1159188201,831628.4952,84654897.65,25859990.56,5143926.497,4965371.698,,
1206234441,620678.8281,61290286.43,23584467.05,3375194.673,-12094936.08,,
1352924873,3287975.099,110833604.4,21401458.95,3115564.314,-57085875.42,,
1465739382,316424.5006,152817994.9,22042593.85,6847750.731,11429565.46,,
1518254032,2028.362183,81086964.54,27224630.87,10742206.12,-9392494.463,,
1483568512,911024.3857,42901145.38,29120818.44,12640753.13,36736118.48,,
1415064398,224858.437,29489260.5,34272231.50,16697477.49,47248524.2,,
1275919295,273539.1278,14732984.57,40152790.22,19034150.73,94964685.7,,
1158877983,672257.1803,22657503.12,41868110.91,23025967.51,75476993.8,,
1107655751,2971840.364,47460625,37468631.70,16194443.67,47991621.99,,
1006600894,404127.0178,22659607.17,33480512.99,12867929.69,77770148.28,,
919235911.1,486806.924,24673111.07,33862687.99,8470440.478,70191772.75,,
913923134,1465057.029,30325376.32,26961469.16,5906590.678,4235150.585,,
1064899860,2296878.704,121733569.8,23162469.54,3375194.673,-53483941.64,,
1579605263,2775958.53,406013436.9,20714407.04,3212925.699,-129843340.3,,
1889299087,3384177.42,386626804.2,20188310.76,4786934.753,55341912.02,,
2103371521,157632.718,290605967.1,25599857.19,10093130.22,40998178.06,,
2121110688,40567.24367,79722756.26,30499843.31,15058560.85,16465752.92,,
2063139500,191477.3901,41607129.24,36062541.16,16389166.44,47318086.7,,
1946620292,0,15204414.44,40527848.65,17995629.29,73200144.78,,
1902767810,3720306.01,43722948.76,41274331.50,16843519.57,33177885.67,,
1868955773,1275839.813,58039282.2,38964701.44,15204602.93,38957854.09,,
1768106698,210949.6671,20657014.99,35966921.70,14539300.13,71210818.14,,
1682543699,8113.448734,20069226.18,36566417.08,9914634.353,59159287.42,,
1642534937,10141.81092,23985673.4,30124368.49,6377170.705,27503037.68,,
1643876954,355253.1474,27952666.79,25998082.32,4267674.034,-3299853.626,,
1646091247,742380.5591,29513921.94,24495085.28,5079018.907,-1532094.345,,
1637501871,870167.3767,26738017.43,21965712.17,5095245.805,9136602.745,,
1608861218,92145.59587,30866460.08,26307993.83,9833499.865,23457765.5,,
1545519992,0,21203701.39,30944023.32,13046425.56,40554478.15,,
1440107334,139956.9907,15041766.36,36549874.84,24778472.43,59266034.29,,
1302494903,176467.51,10431936.3,44642633.48,27131372.57,76446828.37,,
1168030439,1844650.521,24747853.83,45492489.57,38311704.92,77252774.55,,
1122116893,3272037.967,42786278.85,42960580.24,18774520.37,30236761.27,,
1022373087,603872.3984,20310017.75,39958333.71,15155922.23,65543441.08,,
1065875126,8122141.715,57128423.62,31100057.92,8454213.581,-17805745.7,,
1057101251,583395.6002,28249093.4,28569852.02,5257514.779,3778997.064,,
1070289543,395240.8588,30006710.38,24075926.83,5273741.677,-12136009.15,,
1141540710,1684699.677,67083523.14,25517978.77,3780867.11,-31781789.45,,
1629384999,5064530.607,452893417.1,20694117.24,3667278.828,-54247738.32,,
2180792989,1640945.006,634190483.1,26536519.04,8924793.607,48962125.67,,
2277324771,283970.7057,155686600,29747076.67,15529140.88,14162571.68,,
2273020724,522448.1457,73494029.83,36563767.29,17979402.39,23777354.73,,
2183888760,0,31387530.88,42417941.71,29678995.47,48422557.59,,
2062178086,800913.2971,14688677.16,45756370.50,28283482.29,63160412.41,,
1963572384,566782.3468,20742938.58,44383023.75,18725839.68,56806559.58,,
1914049225,2761180.464,24548238.06,37683870.11,16502754.72,22645951.82,,
1855335686,0,19212412.37,36836695.35,14393258.05,26695998.51,,
1876702985,4861984.154,64530427.89,32472458.31,8470440.478,7082213.911,,
2070829632,2957931.596,200371760.9,25696006.60,5744321.703,-22237282.76,,
2161089565,310629.1794,109044426.6,24916022.87,5695641.011,-11516540.36,,
2316363362,3202783.888,154239453,23847288.06,5176380.292,-26855228.87,,
2744745555,4486737.15,544360450.6,24996652.10,7999860.451,87468482.54,,
2767242655,119673.3688,105002690.5,30832088.74,13565686.28,38227488.04,,
2730045372,56794.14114,48806973.31,41026614.27,21273462.58,23760974.19,,
2634187168,0,14941921.78,44653491.30,22977286.81,43169347.76,,
2487611326,229784.459,13730183.84,48159878.73,25752086.28,86623844.99,,
2383369765,835105.6873,12621862.47,49553515.27,21435731.55,46709282.09,,
2306747707,14198.53528,13333080.81,44327037.54,19569638.35,26072661.99,,
2234566811,0,14641751.92,38742232.89,13873997.33,34206417.25,,
2196080104,77367.5283,22157595.16,31135640.77,7074927.296,22511102.05,,
2174797769,973613.848,25971164.05,26683885.05,5517145.139,16026082.73,,